date,month,year,state,number_of_fires
2000-01-01,February,2000,Distrito Federal,0.0
2001-01-01,February,2001,Distrito Federal,1.0
2002-01-01,February,2002,Distrito Federal,0.0
2003-01-01,February,2003,Distrito Federal,1.0
2004-01-01,February,2004,Distrito Federal,0.0
2005-01-01,February,2005,Distrito Federal,0.0
2006-01-01,February,2006,Distrito Federal,0.0
2007-01-01,February,2007,Distrito Federal,0.0
2008-01-01,February,2008,Distrito Federal,0.0
2009-01-01,February,2009,Distrito Federal,0.0
2010-01-01,February,2010,Distrito Federal,4.0
2011-01-01,February,2011,Distrito Federal,1.0
2012-01-01,February,2012,Distrito Federal,0.0
2013-01-01,February,2013,Distrito Federal,1.0
2014-01-01,February,2014,Distrito Federal,1.0
2015-01-01,February,2015,Distrito Federal,0.0
2016-01-01,February,2016,Distrito Federal,2.0
2017-01-01,February,2017,Distrito Federal,0.0
1998-01-01,March,1998,Distrito Federal,0.0
1999-01-01,March,1999,Distrito Federal,0.0
2000-01-01,March,2000,Distrito Federal,0.0
2001-01-01,March,2001,Distrito Federal,0.0
2002-01-01,March,2002,Distrito Federal,0.0
2003-01-01,March,2003,Distrito Federal,0.0
2004-01-01,March,2004,Distrito Federal,0.0
2005-01-01,March,2005,Distrito Federal,0.0
2006-01-01,March,2006,Distrito Federal,0.0
2007-01-01,March,2007,Distrito Federal,1.0
2008-01-01,March,2008,Distrito Federal,2.0
2009-01-01,March,2009,Distrito Federal,0.0
2010-01-01,March,2010,Distrito Federal,0.0
2011-01-01,March,2011,Distrito Federal,0.0
2012-01-01,March,2012,Distrito Federal,0.0
2013-01-01,March,2013,Distrito Federal,1.0
2014-01-01,March,2014,Distrito Federal,1.0
2015-01-01,March,2015,Distrito Federal,0.0
2016-01-01,March,2016,Distrito Federal,1.0
2017-01-01,March,2017,Distrito Federal,0.0
1998-01-01,April,1998,Distrito Federal,0.0
1999-01-01,April,1999,Distrito Federal,0.0
2000-01-01,April,2000,Distrito Federal,0.0
2001-01-01,April,2001,Distrito Federal,0.0
2002-01-01,April,2002,Distrito Federal,1.0
2003-01-01,April,2003,Distrito Federal,0.0
2004-01-01,April,2004,Distrito Federal,1.0
2005-01-01,April,2005,Distrito Federal,0.0
2006-01-01,April,2006,Distrito Federal,0.0
2007-01-01,April,2007,Distrito Federal,0.0
2008-01-01,April,2008,Distrito Federal,1.0
2009-01-01,April,2009,Distrito Federal,0.0
2010-01-01,April,2010,Distrito Federal,8.0
2011-01-01,April,2011,Distrito Federal,1.0
2012-01-01,April,2012,Distrito Federal,4.0
2013-01-01,April,2013,Distrito Federal,1.0
2014-01-01,April,2014,Distrito Federal,2.0
2015-01-01,April,2015,Distrito Federal,0.0
2016-01-01,April,2016,Distrito Federal,5.0
2017-01-01,April,2017,Distrito Federal,1.0
1998-01-01,May,1998,Distrito Federal,0.0
1999-01-01,May,1999,Distrito Federal,0.0
2000-01-01,May,2000,Distrito Federal,2.0
2001-01-01,May,2001,Distrito Federal,0.0
2002-01-01,May,2002,Distrito Federal,1.0
2003-01-01,May,2003,Distrito Federal,0.0
2004-01-01,May,2004,Distrito Federal,9.0
2005-01-01,May,2005,Distrito Federal,2.0
2006-01-01,May,2006,Distrito Federal,3.0
2007-01-01,May,2007,Distrito Federal,4.0
2008-01-01,May,2008,Distrito Federal,6.0
2009-01-01,May,2009,Distrito Federal,9.0
2010-01-01,May,2010,Distrito Federal,23.0
2011-01-01,May,2011,Distrito Federal,3.0
2012-01-01,May,2012,Distrito Federal,0.0
2013-01-01,May,2013,Distrito Federal,2.0
2014-01-01,May,2014,Distrito Federal,9.0
2015-01-01,May,2015,Distrito Federal,2.0
2016-01-01,May,2016,Distrito Federal,15.0
2017-01-01,May,2017,Distrito Federal,6.0
1998-01-01,June,1998,Distrito Federal,2.0
2000-01-01,June,2000,Distrito Federal,1.0
2001-01-01,June,2001,Distrito Federal,3.0
2002-01-01,June,2002,Distrito Federal,7.0
2004-01-01,June,2004,Distrito Federal,6.0
2005-01-01,June,2005,Distrito Federal,3.0
2006-01-01,June,2006,Distrito Federal,2.0
2007-01-01,June,2007,Distrito Federal,21.0
2008-01-01,June,2008,Distrito Federal,0.0
2009-01-01,June,2009,Distrito Federal,4.0
2010-01-01,June,2010,Distrito Federal,21.0
2011-01-01,June,2011,Distrito Federal,18.0
2012-01-01,June,2012,Distrito Federal,6.0
2013-01-01,June,2013,Distrito Federal,4.0
2014-01-01,June,2014,Distrito Federal,6.0
2015-01-01,June,2015,Distrito Federal,1.0
2016-01-01,June,2016,Distrito Federal,42.0
2017-01-01,June,2017,Distrito Federal,23.0
1998-01-01,July,1998,Distrito Federal,17.0
1999-01-01,July,1999,Distrito Federal,4.0
2000-01-01,July,2000,Distrito Federal,15.0
2001-01-01,July,2001,Distrito Federal,22.0
2002-01-01,July,2002,Distrito Federal,33.0
2003-01-01,July,2003,Distrito Federal,19.0
2004-01-01,July,2004,Distrito Federal,37.0
2005-01-01,July,2005,Distrito Federal,24.0
2007-01-01,July,2007,Distrito Federal,25.0
2008-01-01,July,2008,Distrito Federal,12.0
2009-01-01,July,2009,Distrito Federal,33.0
2010-01-01,July,2010,Distrito Federal,85.0
2011-01-01,July,2011,Distrito Federal,53.0
2012-01-01,July,2012,Distrito Federal,29.0
2013-01-01,July,2013,Distrito Federal,22.0
2014-01-01,July,2014,Distrito Federal,27.0
2015-01-01,July,2015,Distrito Federal,15.0
2016-01-01,July,2016,Distrito Federal,79.0
2017-01-01,July,2017,Distrito Federal,44.0
1998-01-01,August,1998,Distrito Federal,48.0
1999-01-01,August,1999,Distrito Federal,16.0
2000-01-01,August,2000,Distrito Federal,9.0
2001-01-01,August,2001,Distrito Federal,25.0
2002-01-01,August,2002,Distrito Federal,53.0
2004-01-01,August,2004,Distrito Federal,108.0
2005-01-01,August,2005,Distrito Federal,20.0
2006-01-01,August,2006,Distrito Federal,40.0
2007-01-01,August,2007,Distrito Federal,137.0
2008-01-01,August,2008,Distrito Federal,30.0
2009-01-01,August,2009,Distrito Federal,37.0
2010-01-01,August,2010,Distrito Federal,159.0
2011-01-01,August,2011,Distrito Federal,61.0
2012-01-01,August,2012,Distrito Federal,55.0
2013-01-01,August,2013,Distrito Federal,34.0
2014-01-01,August,2014,Distrito Federal,99.0
2015-01-01,August,2015,Distrito Federal,53.0
2016-01-01,August,2016,Distrito Federal,29.0
2017-01-01,August,2017,Distrito Federal,147.0
1998-01-01,September,1998,Distrito Federal,33.0
1999-01-01,September,1999,Distrito Federal,12.0
2000-01-01,September,2000,Distrito Federal,3.0
2001-01-01,September,2001,Distrito Federal,12.0
2002-01-01,September,2002,Distrito Federal,33.0
2003-01-01,September,2003,Distrito Federal,17.0
2004-01-01,September,2004,Distrito Federal,100.0
2005-01-01,September,2005,Distrito Federal,23.0
2006-01-01,September,2006,Distrito Federal,20.0
2007-01-01,September,2007,Distrito Federal,73.0
2008-01-01,September,2008,Distrito Federal,54.0
2009-01-01,September,2009,Distrito Federal,5.0
2010-01-01,September,2010,Distrito Federal,196.0
2011-01-01,September,2011,Distrito Federal,133.0
2012-01-01,September,2012,Distrito Federal,64.0
2013-01-01,September,2013,Distrito Federal,31.0
2014-01-01,September,2014,Distrito Federal,72.0
2015-01-01,September,2015,Distrito Federal,76.0
2016-01-01,September,2016,Distrito Federal,58.0
2017-01-01,September,2017,Distrito Federal,122.0
1998-01-01,October,1998,Distrito Federal,3.0
1999-01-01,October,1999,Distrito Federal,8.0
2000-01-01,October,2000,Distrito Federal,18.0
2001-01-01,October,2001,Distrito Federal,0.0
2002-01-01,October,2002,Distrito Federal,19.0
2003-01-01,October,2003,Distrito Federal,12.0
2004-01-01,October,2004,Distrito Federal,18.0
2005-01-01,October,2005,Distrito Federal,18.0
2006-01-01,October,2006,Distrito Federal,1.0
2007-01-01,October,2007,Distrito Federal,13.0
2008-01-01,October,2008,Distrito Federal,6.0
2009-01-01,October,2009,Distrito Federal,3.0
2010-01-01,October,2010,Distrito Federal,6.0
2011-01-01,October,2011,Distrito Federal,0.0
2012-01-01,October,2012,Distrito Federal,15.0
2013-01-01,October,2013,Distrito Federal,3.0
2014-01-01,October,2014,Distrito Federal,34.0
2015-01-01,October,2015,Distrito Federal,21.0
2016-01-01,October,2016,Distrito Federal,9.0
2017-01-01,October,2017,Distrito Federal,66.0
1998-01-01,November,1998,Distrito Federal,0.0
1999-01-01,November,1999,Distrito Federal,1.0
2000-01-01,November,2000,Distrito Federal,0.0
2001-01-01,November,2001,Distrito Federal,0.0
2002-01-01,November,2002,Distrito Federal,1.0
2003-01-01,November,2003,Distrito Federal,0.0
2004-01-01,November,2004,Distrito Federal,0.0
2005-01-01,November,2005,Distrito Federal,2.0
2006-01-01,November,2006,Distrito Federal,0.0
2007-01-01,November,2007,Distrito Federal,0.0
2008-01-01,November,2008,Distrito Federal,4.0
2010-01-01,November,2010,Distrito Federal,0.0
2011-01-01,November,2011,Distrito Federal,1.0
2012-01-01,November,2012,Distrito Federal,0.0
2013-01-01,November,2013,Distrito Federal,0.0
2014-01-01,November,2014,Distrito Federal,0.0
2015-01-01,November,2015,Distrito Federal,3.0
2016-01-01,November,2016,Distrito Federal,1.0
2017-01-01,November,2017,Distrito Federal,0.0
1998-01-01,December,1998,Distrito Federal,0.0
1999-01-01,December,1999,Distrito Federal,0.0
2000-01-01,December,2000,Distrito Federal,0.0
2001-01-01,December,2001,Distrito Federal,1.0
2002-01-01,December,2002,Distrito Federal,1.0
2003-01-01,December,2003,Distrito Federal,0.0
2004-01-01,December,2004,Distrito Federal,0.0
2005-01-01,December,2005,Distrito Federal,0.0
2006-01-01,December,2006,Distrito Federal,0.0
2007-01-01,December,2007,Distrito Federal,0.0
2008-01-01,December,2008,Distrito Federal,0.0
2009-01-01,December,2009,Distrito Federal,0.0
2010-01-01,December,2010,Distrito Federal,1.0
2011-01-01,December,2011,Distrito Federal,0.0
2012-01-01,December,2012,Distrito Federal,0.0
2013-01-01,December,2013,Distrito Federal,2.0
2014-01-01,December,2014,Distrito Federal,0.0
2015-01-01,December,2015,Distrito Federal,0.0
2016-01-01,December,2016,Distrito Federal,0.0
1998-01-01,January,1998,Espirito Santo,0.0
1999-01-01,January,1999,Espirito Santo,36.0
2000-01-01,January,2000,Espirito Santo,24.0
2001-01-01,January,2001,Espirito Santo,18.0
2002-01-01,January,2002,Espirito Santo,29.0
2004-01-01,January,2004,Espirito Santo,22.0
2005-01-01,January,2005,Espirito Santo,28.0
2006-01-01,January,2006,Espirito Santo,109.0
2007-01-01,January,2007,Espirito Santo,91.0
2008-01-01,January,2008,Espirito Santo,85.0
2009-01-01,January,2009,Espirito Santo,74.0
2010-01-01,January,2010,Espirito Santo,118.0
2011-01-01,January,2011,Espirito Santo,61.0
2012-01-01,January,2012,Espirito Santo,75.0
2013-01-01,January,2013,Espirito Santo,75.0
2014-01-01,January,2014,Espirito Santo,133.0
2015-01-01,January,2015,Espirito Santo,147.0
2016-01-01,January,2016,Espirito Santo,61.0
1998-01-01,February,1998,Espirito Santo,0.0
1999-01-01,February,1999,Espirito Santo,112.0
2000-01-01,February,2000,Espirito Santo,20.0
2001-01-01,February,2001,Espirito Santo,39.0
2002-01-01,February,2002,Espirito Santo,62.0
2003-01-01,February,2003,Espirito Santo,126.0
2004-01-01,February,2004,Espirito Santo,29.0
2005-01-01,February,2005,Espirito Santo,79.0
2006-01-01,February,2006,Espirito Santo,96.0
2007-01-01,February,2007,Espirito Santo,71.0
2008-01-01,February,2008,Espirito Santo,59.0
2009-01-01,February,2009,Espirito Santo,74.0
2010-01-01,February,2010,Espirito Santo,155.0
2011-01-01,February,2011,Espirito Santo,111.0
2012-01-01,February,2012,Espirito Santo,123.0
2013-01-01,February,2013,Espirito Santo,143.0
2014-01-01,February,2014,Espirito Santo,157.0
2015-01-01,February,2015,Espirito Santo,84.0
2016-01-01,February,2016,Espirito Santo,207.0
2017-01-01,February,2017,Espirito Santo,61.0
1998-01-01,March,1998,Espirito Santo,0.0
1999-01-01,March,1999,Espirito Santo,13.0
2000-01-01,March,2000,Espirito Santo,24.0
2001-01-01,March,2001,Espirito Santo,13.0
2002-01-01,March,2002,Espirito Santo,62.0
2003-01-01,March,2003,Espirito Santo,81.0
2004-01-01,March,2004,Espirito Santo,81.0
2005-01-01,March,2005,Espirito Santo,107.0
2006-01-01,March,2006,Espirito Santo,69.0
2007-01-01,March,2007,Espirito Santo,155.0
2008-01-01,March,2008,Espirito Santo,61.0
2009-01-01,March,2009,Espirito Santo,106.0
2010-01-01,March,2010,Espirito Santo,109.0
2011-01-01,March,2011,Espirito Santo,67.0
2012-01-01,March,2012,Espirito Santo,152.0
2013-01-01,March,2013,Espirito Santo,110.0
2014-01-01,March,2014,Espirito Santo,77.0
2015-01-01,March,2015,Espirito Santo,80.0
2016-01-01,March,2016,Espirito Santo,123.0
2017-01-01,March,2017,Espirito Santo,105.0
1998-01-01,April,1998,Espirito Santo,0.0
1999-01-01,April,1999,Espirito Santo,27.0
2000-01-01,April,2000,Espirito Santo,49.0
2001-01-01,April,2001,Espirito Santo,60.0
2002-01-01,April,2002,Espirito Santo,99.0
2003-01-01,April,2003,Espirito Santo,215.0
2004-01-01,April,2004,Espirito Santo,48.0
2005-01-01,April,2005,Espirito Santo,89.0
2006-01-01,April,2006,Espirito Santo,50.0
2007-01-01,April,2007,Espirito Santo,35.0
2008-01-01,April,2008,Espirito Santo,113.0
2009-01-01,April,2009,Espirito Santo,26.0
2010-01-01,April,2010,Espirito Santo,112.0
2011-01-01,April,2011,Espirito Santo,66.0
2012-01-01,April,2012,Espirito Santo,180.0
2013-01-01,April,2013,Espirito Santo,61.0
2014-01-01,April,2014,Espirito Santo,161.0
2015-01-01,April,2015,Espirito Santo,109.0
2016-01-01,April,2016,Espirito Santo,172.0
2017-01-01,April,2017,Espirito Santo,69.0
1998-01-01,May,1998,Espirito Santo,0.0
1999-01-01,May,1999,Espirito Santo,51.0
2000-01-01,May,2000,Espirito Santo,67.0
2001-01-01,May,2001,Espirito Santo,83.0
2002-01-01,May,2002,Espirito Santo,98.0
2003-01-01,May,2003,Espirito Santo,75.0
2004-01-01,May,2004,Espirito Santo,79.0
2005-01-01,May,2005,Espirito Santo,134.0
2006-01-01,May,2006,Espirito Santo,62.0
2007-01-01,May,2007,Espirito Santo,124.0
2008-01-01,May,2008,Espirito Santo,50.0
2009-01-01,May,2009,Espirito Santo,128.0
2010-01-01,May,2010,Espirito Santo,179.0
2011-01-01,May,2011,Espirito Santo,151.0
2012-01-01,May,2012,Espirito Santo,144.0
2013-01-01,May,2013,Espirito Santo,150.0
2014-01-01,May,2014,Espirito Santo,224.0
2015-01-01,May,2015,Espirito Santo,114.0
2016-01-01,May,2016,Espirito Santo,186.0
1998-01-01,June,1998,Espirito Santo,70.0
1999-01-01,June,1999,Espirito Santo,132.0
2000-01-01,June,2000,Espirito Santo,135.0
2001-01-01,June,2001,Espirito Santo,166.0
2002-01-01,June,2002,Espirito Santo,207.0
2003-01-01,June,2003,Espirito Santo,245.0
2004-01-01,June,2004,Espirito Santo,209.0
2005-01-01,June,2005,Espirito Santo,246.0
2006-01-01,June,2006,Espirito Santo,73.0
2007-01-01,June,2007,Espirito Santo,184.0
2008-01-01,June,2008,Espirito Santo,48.0
2009-01-01,June,2009,Espirito Santo,173.0
2010-01-01,June,2010,Espirito Santo,139.0
2011-01-01,June,2011,Espirito Santo,304.0
2012-01-01,June,2012,Espirito Santo,219.0
2013-01-01,June,2013,Espirito Santo,144.0
2014-01-01,June,2014,Espirito Santo,376.0
2015-01-01,June,2015,Espirito Santo,200.0
2016-01-01,June,2016,Espirito Santo,263.0
2017-01-01,June,2017,Espirito Santo,360.0
1998-01-01,July,1998,Espirito Santo,232.0
1999-01-01,July,1999,Espirito Santo,318.0
2000-01-01,July,2000,Espirito Santo,345.0
2001-01-01,July,2001,Espirito Santo,266.0
2002-01-01,July,2002,Espirito Santo,741.0
2003-01-01,July,2003,Espirito Santo,407.0
2004-01-01,July,2004,Espirito Santo,625.0
2005-01-01,July,2005,Espirito Santo,467.0
2006-01-01,July,2006,Espirito Santo,336.0
2007-01-01,July,2007,Espirito Santo,446.0
2009-01-01,July,2009,Espirito Santo,477.0
2010-01-01,July,2010,Espirito Santo,707.0
2011-01-01,July,2011,Espirito Santo,801.0
2012-01-01,July,2012,Espirito Santo,669.0
2013-01-01,July,2013,Espirito Santo,462.0
2014-01-01,July,2014,Espirito Santo,559.0
2015-01-01,July,2015,Espirito Santo,288.0
2016-01-01,July,2016,Espirito Santo,1.004
2017-01-01,July,2017,Espirito Santo,610.0
1998-01-01,August,1998,Espirito Santo,875.0
2000-01-01,August,2000,Espirito Santo,769.0
2001-01-01,August,2001,Espirito Santo,858.0
2002-01-01,August,2002,Espirito Santo,2.041
2003-01-01,August,2003,Espirito Santo,1.955
2004-01-01,August,2004,Espirito Santo,1.642
2005-01-01,August,2005,Espirito Santo,1.029
2006-01-01,August,2006,Espirito Santo,959.0
2007-01-01,August,2007,Espirito Santo,2.975
2008-01-01,August,2008,Espirito Santo,605.0
2009-01-01,August,2009,Espirito Santo,685.0
2010-01-01,August,2010,Espirito Santo,3.353
2011-01-01,August,2011,Espirito Santo,2.742
2012-01-01,August,2012,Espirito Santo,901.0
2013-01-01,August,2013,Espirito Santo,911.0
2014-01-01,August,2014,Espirito Santo,1.952
2015-01-01,August,2015,Espirito Santo,1.059
2016-01-01,August,2016,Espirito Santo,1.433
2017-01-01,August,2017,Espirito Santo,2.142
1998-01-01,September,1998,Espirito Santo,1.981
2000-01-01,September,2000,Espirito Santo,1.08
2001-01-01,September,2001,Espirito Santo,1.597
2002-01-01,September,2002,Espirito Santo,3.1
2003-01-01,September,2003,Espirito Santo,7.091
2004-01-01,September,2004,Espirito Santo,4.339
2006-01-01,September,2006,Espirito Santo,2.78
2007-01-01,September,2007,Espirito Santo,5.088
2008-01-01,September,2008,Espirito Santo,2.552
2009-01-01,September,2009,Espirito Santo,1.31
2011-01-01,September,2011,Espirito Santo,5.978
2012-01-01,September,2012,Espirito Santo,3.219
2013-01-01,September,2013,Espirito Santo,1.656
2014-01-01,September,2014,Espirito Santo,3.454
2015-01-01,September,2015,Espirito Santo,3.088
2016-01-01,September,2016,Espirito Santo,2.093
2017-01-01,September,2017,Espirito Santo,4.697
1998-01-01,October,1998,Espirito Santo,1.093
1999-01-01,October,1999,Espirito Santo,1.363
2000-01-01,October,2000,Espirito Santo,1.954
2001-01-01,October,2001,Espirito Santo,528.0
2002-01-01,October,2002,Espirito Santo,4.788
2003-01-01,October,2003,Espirito Santo,5.391
2004-01-01,October,2004,Espirito Santo,2.736
2005-01-01,October,2005,Espirito Santo,6.546
2006-01-01,October,2006,Espirito Santo,616.0
2007-01-01,October,2007,Espirito Santo,3.467
2008-01-01,October,2008,Espirito Santo,3.787
2009-01-01,October,2009,Espirito Santo,1.013
2010-01-01,October,2010,Espirito Santo,2.048
2011-01-01,October,2011,Espirito Santo,1.206
2012-01-01,October,2012,Espirito Santo,3.97
2013-01-01,October,2013,Espirito Santo,1.221
2014-01-01,October,2014,Espirito Santo,4.735
2015-01-01,October,2015,Espirito Santo,3.708
2016-01-01,October,2016,Espirito Santo,948.0
2017-01-01,October,2017,Espirito Santo,3.062
1998-01-01,November,1998,Espirito Santo,32.0
1999-01-01,November,1999,Espirito Santo,271.0
2000-01-01,November,2000,Espirito Santo,43.0
2001-01-01,November,2001,Espirito Santo,62.0
2002-01-01,November,2002,Espirito Santo,417.0
2003-01-01,November,2003,Espirito Santo,399.0
2004-01-01,November,2004,Espirito Santo,914.0
2005-01-01,November,2005,Espirito Santo,422.0
2006-01-01,November,2006,Espirito Santo,59.0
2007-01-01,November,2007,Espirito Santo,1.305
2008-01-01,November,2008,Espirito Santo,892.0
2009-01-01,November,2009,Espirito Santo,246.0
2010-01-01,November,2010,Espirito Santo,82.0
2011-01-01,November,2011,Espirito Santo,153.0
2012-01-01,November,2012,Espirito Santo,220.0
2013-01-01,November,2013,Espirito Santo,277.0
2014-01-01,November,2014,Espirito Santo,398.0
2015-01-01,November,2015,Espirito Santo,1.453
2016-01-01,November,2016,Espirito Santo,126.0
2017-01-01,November,2017,Espirito Santo,136.0
1998-01-01,December,1998,Espirito Santo,21.0
1999-01-01,December,1999,Espirito Santo,32.0
2000-01-01,December,2000,Espirito Santo,14.0
2001-01-01,December,2001,Espirito Santo,44.0
2002-01-01,December,2002,Espirito Santo,225.0
2003-01-01,December,2003,Espirito Santo,225.0
2004-01-01,December,2004,Espirito Santo,125.0
2005-01-01,December,2005,Espirito Santo,65.0
2006-01-01,December,2006,Espirito Santo,32.0
2007-01-01,December,2007,Espirito Santo,95.0
2008-01-01,December,2008,Espirito Santo,25.0
2009-01-01,December,2009,Espirito Santo,108.0
2010-01-01,December,2010,Espirito Santo,105.0
2011-01-01,December,2011,Espirito Santo,43.0
2012-01-01,December,2012,Espirito Santo,189.0
2013-01-01,December,2013,Espirito Santo,98.0
2014-01-01,December,2014,Espirito Santo,155.0
2015-01-01,December,2015,Espirito Santo,295.0
2016-01-01,December,2016,Espirito Santo,91.0
1998-01-01,January,1998,Goias,0.0
1999-01-01,January,1999,Goias,11.0
2000-01-01,January,2000,Goias,14.0
2001-01-01,January,2001,Goias,11.0
2002-01-01,January,2002,Goias,22.0
2003-01-01,January,2003,Goias,45.0
2004-01-01,January,2004,Goias,37.0
2005-01-01,January,2005,Goias,46.0
2006-01-01,January,2006,Goias,41.0
2007-01-01,January,2007,Goias,9.0
2008-01-01,January,2008,Goias,25.0
2009-01-01,January,2009,Goias,21.0
2010-01-01,January,2010,Goias,2.0
2011-01-01,January,2011,Goias,9.0
2012-01-01,January,2012,Goias,14.0
2013-01-01,January,2013,Goias,18.0
2014-01-01,January,2014,Goias,58.0
2015-01-01,January,2015,Goias,28.0
2016-01-01,January,2016,Goias,53.0
2017-01-01,January,2017,Goias,46.0
1998-01-01,February,1998,Goias,0.0
1999-01-01,February,1999,Goias,2.0
2000-01-01,February,2000,Goias,8.0
2001-01-01,February,2001,Goias,0.0
2002-01-01,February,2002,Goias,5.0
2003-01-01,February,2003,Goias,43.0
2004-01-01,February,2004,Goias,29.0
2005-01-01,February,2005,Goias,46.0
2006-01-01,February,2006,Goias,18.0
2007-01-01,February,2007,Goias,14.0
2008-01-01,February,2008,Goias,29.0
2009-01-01,February,2009,Goias,7.0
2010-01-01,February,2010,Goias,15.0
2011-01-01,February,2011,Goias,1.0
2012-01-01,February,2012,Goias,13.0
2013-01-01,February,2013,Goias,12.0
2014-01-01,February,2014,Goias,27.0
2015-01-01,February,2015,Goias,23.0
2016-01-01,February,2016,Goias,10.0
2017-01-01,February,2017,Goias,31.0
1998-01-01,March,1998,Goias,0.0
1999-01-01,March,1999,Goias,7.0
2000-01-01,March,2000,Goias,46.0
2001-01-01,March,2001,Goias,1.0
2002-01-01,March,2002,Goias,12.0
2003-01-01,March,2003,Goias,58.0
2004-01-01,March,2004,Goias,73.0
2005-01-01,March,2005,Goias,92.0
2006-01-01,March,2006,Goias,48.0
2007-01-01,March,2007,Goias,23.0
2008-01-01,March,2008,Goias,14.0
2009-01-01,March,2009,Goias,33.0
2010-01-01,March,2010,Goias,9.0
2011-01-01,March,2011,Goias,8.0
2012-01-01,March,2012,Goias,65.0
2013-01-01,March,2013,Goias,14.0
2014-01-01,March,2014,Goias,15.0
2015-01-01,March,2015,Goias,37.0
2016-01-01,March,2016,Goias,21.0
2017-01-01,March,2017,Goias,12.0
1998-01-01,April,1998,Goias,0.0
1999-01-01,April,1999,Goias,0.0
2000-01-01,April,2000,Goias,7.0
2001-01-01,April,2001,Goias,1.0
2002-01-01,April,2002,Goias,7.0
2003-01-01,April,2003,Goias,120.0
2004-01-01,April,2004,Goias,59.0
2005-01-01,April,2005,Goias,25.0
2006-01-01,April,2006,Goias,30.0
2007-01-01,April,2007,Goias,2.0
2008-01-01,April,2008,Goias,31.0
2009-01-01,April,2009,Goias,57.0
2010-01-01,April,2010,Goias,19.0
2011-01-01,April,2011,Goias,5.0
2012-01-01,April,2012,Goias,40.0
2013-01-01,April,2013,Goias,46.0
2014-01-01,April,2014,Goias,34.0
2015-01-01,April,2015,Goias,32.0
2016-01-01,April,2016,Goias,36.0
2017-01-01,April,2017,Goias,26.0
1998-01-01,May,1998,Goias,0.0
1999-01-01,May,1999,Goias,1.0
2000-01-01,May,2000,Goias,0.0
2001-01-01,May,2001,Goias,2.0
2002-01-01,May,2002,Goias,3.0
2003-01-01,May,2003,Goias,84.0
2004-01-01,May,2004,Goias,2.0
2005-01-01,May,2005,Goias,21.0
2006-01-01,May,2006,Goias,33.0
2007-01-01,May,2007,Goias,2.0
2008-01-01,May,2008,Goias,15.0
2009-01-01,May,2009,Goias,33.0
2010-01-01,May,2010,Goias,1.0
2011-01-01,May,2011,Goias,16.0
2012-01-01,May,2012,Goias,60.0
2013-01-01,May,2013,Goias,52.0
2014-01-01,May,2014,Goias,42.0
2015-01-01,May,2015,Goias,70.0
2016-01-01,May,2016,Goias,26.0
2017-01-01,May,2017,Goias,36.0
1998-01-01,June,1998,Goias,2.0
1999-01-01,June,1999,Goias,0.0
2000-01-01,June,2000,Goias,2.0
2001-01-01,June,2001,Goias,1.0
2002-01-01,June,2002,Goias,0.0
2003-01-01,June,2003,Goias,68.0
2004-01-01,June,2004,Goias,127.0
2005-01-01,June,2005,Goias,58.0
2006-01-01,June,2006,Goias,32.0
2007-01-01,June,2007,Goias,11.0
2008-01-01,June,2008,Goias,2.0
2009-01-01,June,2009,Goias,14.0
2010-01-01,June,2010,Goias,1.0
2011-01-01,June,2011,Goias,26.0
2012-01-01,June,2012,Goias,42.0
2013-01-01,June,2013,Goias,31.0
2014-01-01,June,2014,Goias,3.0
2015-01-01,June,2015,Goias,104.0
2016-01-01,June,2016,Goias,79.0
2017-01-01,June,2017,Goias,70.0
1998-01-01,July,1998,Goias,0.0
1999-01-01,July,1999,Goias,2.0
2000-01-01,July,2000,Goias,21.0
2001-01-01,July,2001,Goias,5.0
2002-01-01,July,2002,Goias,82.0
2003-01-01,July,2003,Goias,43.0
2004-01-01,July,2004,Goias,94.0
2005-01-01,July,2005,Goias,90.0
2006-01-01,July,2006,Goias,74.0
2007-01-01,July,2007,Goias,12.0
2008-01-01,July,2008,Goias,46.0
2009-01-01,July,2009,Goias,26.0
2010-01-01,July,2010,Goias,31.0
2011-01-01,July,2011,Goias,31.0
2012-01-01,July,2012,Goias,42.0
2013-01-01,July,2013,Goias,69.0
2014-01-01,July,2014,Goias,82.0
2015-01-01,July,2015,Goias,45.0
2016-01-01,July,2016,Goias,480.0
2017-01-01,July,2017,Goias,591.0
1998-01-01,August,1998,Goias,0.0
1999-01-01,August,1999,Goias,51.0
2000-01-01,August,2000,Goias,69.0
2001-01-01,August,2001,Goias,24.0
2002-01-01,August,2002,Goias,702.0
2003-01-01,August,2003,Goias,1.513
2004-01-01,August,2004,Goias,728.0
2005-01-01,August,2005,Goias,391.0
2006-01-01,August,2006,Goias,728.0
2007-01-01,August,2007,Goias,462.0
2009-01-01,August,2009,Goias,759.0
2010-01-01,August,2010,Goias,511.0
2011-01-01,August,2011,Goias,175.0
2012-01-01,August,2012,Goias,398.0
2013-01-01,August,2013,Goias,236.0
2014-01-01,August,2014,Goias,459.0
2015-01-01,August,2015,Goias,379.0
2017-01-01,August,2017,Goias,713.0
1998-01-01,September,1998,Goias,6.0
1999-01-01,September,1999,Goias,101.0
2000-01-01,September,2000,Goias,36.0
2001-01-01,September,2001,Goias,18.0
2002-01-01,September,2002,Goias,416.0
2003-01-01,September,2003,Goias,1.339
2004-01-01,September,2004,Goias,755.0
2005-01-01,September,2005,Goias,116.0
2006-01-01,September,2006,Goias,530.0
